	Taxonomy	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
QD_2008_contig_8781450||full	Acidobacteria	3.875280123	5.785179807	2.656567386	4.57164011	15.70620975	12.73609697	10.97864438	25.87305211	22.70416707	5.097811008	16.59099618	25.84041457	8.358684092	16.76160796	4.229114316	24.30725863	22.57950128	24.77411345	21.6191839	24.28131736	12.72904876	15.96426187	26.3013831	18.33970905	2.384631319	3.14516572	17.10208372	35.76811473	36.21259533	22.17874617	1.433464168	12.23571106	25.64248057	33.13009345	23.76032372	31.28486109
QD_2010_contig_7519668	Acidobacteria	12.88180565	6.549117607	4.858671475	6.025857936	37.25749063	17.23366357	28.31837439	74.2066459	31.63634732	8.363135633	20.15304295	11.97788426	73.32430854	55.71558278	33.90477465	17.30017189	18.98295923	33.58591146	53.38832677	12.84781251	11.60271418	23.20460659	23.9694847	36.82270944	11.67680493	20.71763033	3.228763664	7.927234647	8.095414025	1.49398093	23.03860996	3.594233151	6.261177162	12.17010673	11.73068513	23.09717786
QD_2010_contig_9543916||full	Acidobacteria	31.86449175	31.80106536	118.807254	32.25610127	14.09956404	67.20851181	14.47948403	5.124015241	14.65729734	88.10675643	7.58480804	0.544273863	4.037386451	10.38646642	65.09036813	2.027679361	2.289672999	3.527512051	10.43616119	8.075798626	1.099321103	0	0	0.330818089	10.2195099	4.30865216	9.775256803	0	0.479647123	0	2.275402742	4.997990084	0	0	0	0
QD_2106_contig_1856077||0_partial	Acidobacteria	9.735702206	23.69663723	9.147874117	18.53587822	11.22897766	7.584087032	11.13998926	8.337708839	12.94849115	3.845235294	12.8374852	13.57216957	12.60931868	19.3763086	11.20569004	16.06835435	14.42375651	11.88574592	13.6701138	12.17468811	12.71862057	15.38374066	9.559560671	11.84547398	13.87795712	10.03681928	21.55884472	12.21152415	11.29706049	10.28879445	16.72590486	16.4693439	10.46118175	11.88417195	7.25077648	9.04745363
QD_2106_contig_3691245	Acidobacteria	0.883131328	0	0	0	0	0.751633046	2.538134852	3.532552644	3.332769928	0.094152326	1.80030087	0.896503009	4.938244122	4.845883857	0.180836453	4.957912589	4.085544335	3.630491169	3.903489623	0	2.050070215	6.102551161	6.167774663	3.331407669	0	0	0.283249599	0.359153711	1.660998903	5.314602666	0	0	11.38831511	8.006135495	13.12964954	14.80253256
QD_2104_contig_5627753	Actinobacteria	1.47654132	0.386975935	0.118944617	0.178446603	1.12171283	0	2.946098843	0.57204346	0	0	0	0	1.963672794	0.202795881	0	0	0	0	1.344187657	0	0	0	0	0	17.33027795	58.28598673	0	0	0	0	34.91062313	0	0	0	0	0
QD_2008_contig_4340033	Actinobacteria	20.11330156	11.22502357	1.079039456	14.91791961	0	0.902150865	3.028811933	2.665923405	0	0	0	0	2.480643612	0.220526901	0	0	0.213289909	0	0.127605409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QD_2010_contig_1911804	Actinobacteria	5.107137937	0.765339285	0.296986515	0.76939173	0.579556129	0	33.11463409	36.69947808	14.68475294	7.87641409	9.667697523	20.80394323	18.47591248	12.88362048	16.70362928	11.61789936	23.20274502	23.06027891	10.75692314	1.626696043	7.296351788	18.96355576	20.20169611	29.35554862	12.61387186	0.009673392	0	0	0.101687405	0	0	0	0	0	0	0
QD_2102_contig_7219144	Actinobacteria	55.19375003	37.27752955	17.63680036	31.45806369	44.08442736	20.85295383	49.21516325	42.4493337	26.12391814	10.08921139	15.88353787	24.6382957	42.160995	34.48666002	26.6566056	15.07754842	17.7222933	18.65576505	17.70334381	14.97194907	10.62978195	15.41647208	14.26387876	13.83922042	29.37977695	19.62710796	20.38183828	11.37375372	13.81707865	11.02017063	17.77154311	14.94286304	20.32701945	21.61766016	30.05771988	18.24655959
QD_2008_contig_21028382	Actinobacteria	6.70229838	0.432111087	1.636086402	6.674637995	12.56094239	5.97028274	0.871312168	1.9456288	1.34004406	0.547138411	0.392842493	1.464856011	1.173927709	1.331150065	0.805809509	1.536072275	14.35091081	2.333187198	0.786746697	0.106669383	12.76448625	4.473963172	1.301238968	5.650498684	1.748866954	1.256679426	9.066232721	2.90667344	1.46377934	0.368888747	0.526469093	6.25387229	0.12188847	0.900604939	2.048552318	1.675033536
QD_2008_contig_3897289	Actinobacteria	43.39907511	31.64026693	14.55760813	26.58814173	36.81686358	19.15658633	41.82479865	33.37725025	19.25654499	6.330679485	11.78692604	18.65957058	33.27794672	26.01029587	20.04581536	10.902462	11.66039919	16.47886612	13.57864533	10.67483543	7.011389766	11.41619307	10.85116139	10.43279128	25.17042971	14.57997436	16.01391481	8.063409535	9.898960365	7.956669185	12.41660362	10.4496533	14.61968057	17.50356969	22.75600849	13.81404375
QD_2010_contig_1813877||full	Actinobacteria	5.058225916	3.488790579	1.485775598	3.86714921	5.288304875	3.633734311	12.26926352	7.479256261	2.600328807	3.127881644	3.183218512	15.01877715	9.996120896	5.177167074	5.596862939	6.677491948	8.807914447	9.532757938	10.38981489	5.857207055	9.426060702	8.522513479	8.170517647	12.82144248	4.033029892	1.61288404	3.156031713	1.578179787	2.814120377	2.907890798	4.424296039	1.492540926	3.963788657	6.247049561	3.735183394	4.201870068
QD_2012_contig_15495630	Actinobacteria	11.37046479	20.04295871	18.93455949	12.30419871	19.60220475	12.18714162	20.53524125	14.26917967	14.41802739	10.40075807	9.928216028	13.35604293	16.53022039	21.03570379	16.13780615	15.00771323	11.88362546	16.3575766	16.24735872	9.859904326	7.648275301	16.25548789	16.33399824	14.31442183	11.63311823	11.55393931	14.16255981	10.80049117	8.492125893	6.792859284	15.67576583	12.49712146	11.38031177	15.4458077	12.15163351	12.24413524
QD_2012_contig_19943090	Actinobacteria	7.146423478	15.50068428	2.922587139	5.683028365	0.249143314	0.199253087	14.87228492	0.831413849	3.275211451	0	28.08505011	1.618846821	7.476430807	7.852124846	111.3825904	0.585396746	0.831523214	0.631800991	5.036911598	0.555517355	0.643040616	0	0	0.438316192	65.32903311	0	6.381346313	0	0	0	0	0.899017462	0	0	0	0
QD_2102_contig_10120493	Actinobacteria	0.145904521	0	0.926222333	0.9476207	0.84970724	4.636271892	0.667694491	0.829527504	0.552652833	9.868775803	32.3161757	0	3.306957203	1.441826732	0	3.743250744	3.102122369	2.463985926	3.014454839	95.68065764	6.372907365	1.769875837	2.888724423	6.038937515	0.345954394	1.31302159	0.269802898	0.657391839	1.308334053	1.89246658	0.394401224	22.19300678	0	0.134470656	0	0.593297775
QD_2102_contig_13127932	Actinobacteria	1.709758703	6.498891972	0.795392227	2.191174975	3.405589634	2.304525459	11.48594935	9.313059644	3.456083	1.954641814	4.380192315	10.56680348	9.912571659	5.169107358	6.563421726	4.952442166	8.117168217	8.300386074	10.86939607	9.25087194	8.414684715	9.708845456	11.24942885	12.68245809	3.44975714	1.571497474	1.949914934	1.95517083	3.124009809	2.590758058	1.312227976	0.954459384	4.861066705	4.555515768	3.601328986	2.948818951
QD_2102_contig_15148549	Actinobacteria	14.29975756	16.54657698	9.909950127	16.23479234	28.08242543	13.31239875	40.13386657	22.52387721	20.28928268	6.89159883	15.2360303	20.34054495	30.8176354	36.03361253	21.80556433	13.58107346	16.10932422	21.84383715	37.96636251	24.74342403	17.64678673	34.65466203	36.20808235	27.82525905	22.88779515	24.96497522	25.89415393	25.89978493	11.8814577	8.473019255	20.81452654	17.70546222	23.39901583	27.17217202	19.65516305	24.54697286
QD_2102_contig_15558838	Actinobacteria	14.3268842	22.97237109	20.68639258	14.68155959	20.66152616	12.82022615	22.95295085	16.55402377	15.84466849	11.08139547	9.628316246	16.0679718	16.63399525	21.54952089	17.52436603	12.80554401	12.31947369	18.08114078	18.67552711	11.37535307	8.570032511	17.5522251	14.99494729	17.02735941	16.46532036	12.63900738	12.92378271	10.26419769	9.545030706	6.46100273	15.50720646	13.56776891	14.13954507	16.29167831	13.33295643	14.06844465
QD_2102_contig_4725990	Actinobacteria	12.32386084	1.126545788	4.91661452	11.48876908	19.74941234	9.227162682	2.959351133	4.811083305	2.503531163	0.694721273	1.269820412	2.492930977	2.123893859	3.387838181	2.069690325	3.526617227	31.20267238	3.068127901	3.129344651	2.906924602	27.69052087	10.24741306	4.628935496	15.64099843	1.2429784	0.996424741	15.68164272	8.121663883	1.884696839	1.865549687	1.074080209	10.38737865	0.338482165	1.465369479	3.399795489	2.107194421
QD_2104_contig_2996264	Actinobacteria	33.0452871	22.35333999	9.747919613	17.278194	25.8358287	12.92732399	31.57437237	26.27361952	14.22788161	4.297927269	6.346216779	13.02689073	24.63817643	18.26694501	15.15412987	8.602805385	7.866010754	11.0737688	9.985620541	8.135156401	5.416591054	8.901240487	7.262344317	8.909359737	16.38270195	9.727659908	11.68930232	5.684616929	8.572663963	5.329380046	7.645163597	7.262312667	11.191144	13.28005719	17.48094547	9.833815685
QD_2106_contig_17813783	Actinobacteria	55.99495096	40.29343224	19.49522607	33.93767693	46.44546345	23.50669572	54.11514869	42.07220207	23.8597639	9.751478899	15.902626	24.12164	43.6536344	32.77802964	26.94303103	14.45190604	16.36645444	21.49660698	18.8022619	12.89010119	8.236340834	15.17325926	13.49894614	14.17450628	30.27015992	20.41788827	20.30160029	11.65893115	14.57393569	9.852981311	16.92996292	14.06195547	18.87493225	22.86659251	30.89638794	17.20715211
QD_2106_contig_8673064	Actinobacteria	58.5089653	42.46560063	19.33534161	35.01447097	48.12388022	24.52706384	54.90964742	45.43089665	27.07483335	8.589995283	16.78186293	23.61114056	43.55658803	32.32482682	26.2287471	13.91874878	16.24536284	21.54439151	17.43293927	12.08141038	9.614324581	15.14805549	15.29990305	13.1166528	29.97391472	18.68102551	20.71085804	10.30556434	13.78871231	9.64180139	16.17950741	13.57459378	19.45663205	23.65750112	29.68657467	15.49566215
QD_2008_contig_2525063	Actinobacteria	23.74208035	13.19964047	1.647012993	21.61350996	0	0.783425379	4.181694132	1.254183937	0.068360261	0	0	0	2.891846395	0.926451485	0	0	0.852459257	0	0	0	0	0	0.227874269	0	0	0	0	0	0	0	0	0	0	0	0	0
QD_2102_contig_20186434	Actinobacteria	0.198774631	0	0	1.717336667	0.662223555	0	0	0	0.680364125	0.36926205	0.195619108	0	0	0	0	0.056794801	2.242030708	0.993065424	4.0591956	3.687767983	9.107627723	17.13109676	25.66555675	24.99341674	0.568375277	5.566721001	1.480290212	0.291619797	0	0	0.64351302	0	0	0	0	0
QD_2102_contig_3629284	Actinobacteria	1.721795608	0	0.060656484	0	7.545314818	6.448091043	26.38243589	10.22152283	9.713461	1.842569212	4.05789021	10.68960509	24.88485698	19.26647757	3.662739783	6.205414442	8.158462476	15.81394452	27.1747103	2.467715621	6.405802668	15.28284356	15.68426691	15.61362744	0.957876349	2.071307748	0	2.04109038	3.071216188	3.42338716	0	0	9.041005228	10.13370642	8.734022166	7.583924618
QD_2106_contig_14476262	Actinobacteria	1.205577776	0.163358009	1.837944571	0.172880659	2.549933246	0.789140602	3.386673862	6.133614412	3.895817079	1.373011802	3.605682913	9.966749214	2.042129436	3.287660837	1.531240263	5.930534892	5.705477521	6.994386713	1.750872977	0.874226422	1.303730275	2.333596342	4.112803993	2.82823578	0.230793956	0.539017327	0	4.223127446	3.681257429	3.389735507	1.535950491	0	17.16136222	15.19818655	13.61487356	16.22312494
QD_2104_contig_14409530	Actinobacteria	1.175018544	0	0	0.641306203	0.669372557	1.55812711	14.05253818	15.23863182	1.764172728	0.70941958	1.325055896	0	16.8692132	9.236038741	5.247528527	1.763075245	1.461513745	1.020000751	9.189868097	1.617315005	4.71461088	4.223629793	4.915706158	6.467357123	15.65679565	47.15951537	6.039453893	0.903161005	0	0	7.38521445	0.231638431	0	0.246689212	0.666007372	1.031451856
QD_2012_contig_17268006||full	Alphaproteobacteria	12.08911349	21.89502649	12.49956709	12.17524284	13.09652947	10.45644225	12.95006459	16.69279433	16.62172088	6.553368315	13.45604016	18.22844704	9.274680961	22.25711792	16.45654565	15.20874195	11.90404461	11.65120818	11.36716117	8.648882403	12.24518009	10.05274167	11.62054833	13.07168044	6.375110562	3.778529143	7.483654811	16.56972356	13.71685266	18.91355473	5.127251477	10.49434416	19.02682773	20.75216362	23.41788047	19.79986799
QD_2010_contig_7239062||full	Alphaproteobacteria	5.177922399	5.512461938	6.447492035	3.711346692	7.455232096	7.677401791	6.618096575	11.32800065	6.918238484	8.184534651	4.527991808	8.885314932	8.385230543	7.879381736	9.546402177	6.704212838	5.855757033	7.115471047	7.21171406	7.273195203	3.868422881	5.30882388	5.916763714	6.3943051	8.878621179	8.63497741	8.120222974	8.435701578	5.470275102	4.800152256	8.613908706	6.245024408	4.868425269	4.375653506	5.306444865	5.507884266
QD_2010_contig_7093140||full	Alphaproteobacteria	47.34129628	30.85189432	38.84212007	43.44812556	13.33170397	44.71100519	7.446200893	4.238716732	16.14269201	76.83144145	16.40243751	0.846578761	5.416196061	4.418125759	16.36794136	5.070550274	4.329683596	5.540542595	8.839719619	8.081252868	14.85433147	1.109849688	0.79202294	2.149992425	7.225861773	18.1861618	25.6682699	0	0.517817797	0.928025565	9.604361709	30.81976278	0.507381993	1.639962261	1.173514592	0.210995535
QD_2106_contig_11444742||full	Alphaproteobacteria	45.01212797	60.30354019	71.35771489	49.51845452	64.60753202	63.79565804	81.37201065	90.44660444	66.19802706	66.25494809	54.4063216	86.7632917	72.73367493	90.24618539	95.51014589	56.00672037	75.46040571	79.75715059	64.81160469	65.92806141	76.18315793	69.3647731	50.18751209	56.25784519	65.03416138	68.47393382	66.13577168	55.62017164	46.5793442	41.9259726	64.41062671	64.87838386	29.77886677	35.61979346	27.92029102	23.82932186
QD_2106_contig_4325270	Alphaproteobacteria	17.48354362	13.42941686	8.523678295	12.57643702	6.457110173	8.867862209	16.41647644	10.51094563	13.99305928	6.03743569	11.90378672	18.18465227	11.31352516	11.17494292	20.68005502	11.80065746	13.34307345	13.99593731	16.75150581	11.56960965	12.49805044	11.70135573	11.23284408	11.1527419	14.589062	2.23692561	4.304139979	7.733453607	7.125161291	10.27795571	2.115694471	4.42126701	19.4134839	17.84408847	15.59385804	12.9818109
QD_2106_contig_11634130	Alphaproteobacteria	2.136911827	3.151959125	0	2.126387276	1.369004955	0.801533259	0.880210844	2.771388137	2.035876546	0.881703176	3.027875775	0.734722833	3.555001375	1.472808787	1.431988674	4.402520734	1.793151111	2.500922216	3.138950421	3.671639564	2.081508537	6.451883177	3.494151891	4.166390058	0.709277762	0	1.916446302	2.394582894	7.88785766	15.56838906	0.021155791	2.759247234	16.00920221	11.29767862	19.70139553	10.12461812
QD_2102_contig_11287420	Alphaproteobacteria	10.0866792	10.77489047	4.505285671	10.16017753	12.92261019	7.540806712	9.359780047	8.166089796	9.460732599	3.661152083	12.92039882	9.462425894	9.320529864	10.9547457	5.791776451	7.785262	10.89173705	7.147040278	15.47726784	22.71545456	10.15391042	16.68946379	16.29054344	17.22056801	12.11077589	8.558148361	17.43565079	7.508944674	8.664244149	22.19366029	9.201126978	17.03286102	19.30284337	22.80729183	23.19927515	14.7940455
QD_2104_contig_11281506	Alphaproteobacteria	10.20419724	14.84532495	3.713406869	12.68157919	12.26865254	7.062662734	9.562332829	9.798891717	7.432174767	6.152380782	15.17842309	10.33417404	11.7592907	9.655464017	4.993622739	9.524059127	9.364887416	7.816966192	19.78328204	20.11539267	10.19290302	17.20559368	13.02592035	15.85726214	8.757217909	8.319668278	22.39583978	5.567848459	15.23578353	19.22501501	12.54145072	20.1302433	17.88122813	19.96334862	20.78225955	13.89533681
QD_2008_contig_7601046||full	Alphaproteobacteria	46.45933135	22.20079034	2.982412347	19.01868662	11.92327981	4.652663359	63.07335352	88.27497797	9.849537602	2.079536827	4.987494037	1.25984249	99.95316008	35.91167339	39.89579153	3.725947535	12.02224348	12.51729532	19.99464198	1.177146471	5.701283544	5.793880478	3.250782996	11.68665852	37.29764451	34.89644063	2.984267148	0	0	0.654321488	49.15977679	0.328303946	0.372193275	0.738413387	1.345378683	0
QD_2008_contig_20158997	Alphaproteobacteria	4.54928671	33.5928744	29.60785594	51.16644975	9.54664531	8.874282031	9.334729881	5.359427426	11.23487237	5.663596333	10.38679748	1.953011809	10.094783	6.246533573	39.46619416	3.796536777	3.712236712	3.438882676	20.92367253	3.637172601	8.504292951	1.344817307	1.238122767	5.140976923	19.90602651	8.095821141	0.951131772	0.312357659	2.103335737	0.290314583	3.185372335	0.404418255	0	0.163118618	0	0
QD_2008_contig_7595861	Alphaproteobacteria	10.67544462	32.36803953	0.657609511	22.89841479	12.62262036	0	5.987716074	0.987944617	0.958977595	0	0	0	5.266430218	2.552131639	14.88778347	0	0	0	2.104752546	0	0	0	0	1.374354796	7.816075486	5.447949545	0	0	0	0	8.059361788	0	0	0	0	0
QD_2102_contig_12214689	Alphaproteobacteria	0	0	0	1.146448466	1.202795368	0	0	0	0.100780608	0	0	0	0	0	0.122577425	0.573474753	1.363741741	0.57440325	11.03726237	6.565398539	11.42549436	35.65781349	36.62678722	39.73807518	12.60016389	9.580150051	8.563016362	0.516294925	0	0	0.010726118	1.097082015	0	0	0	0
QD_2102_contig_7852636	Alphaproteobacteria	17.84607263	12.86365987	7.358334543	12.65819227	17.27852738	13.66420471	42.67770037	34.72923249	25.28013603	13.20824314	32.54823489	26.60677168	31.2180006	27.43573014	28.82345139	24.83334076	34.17136003	26.43667186	29.97828215	16.41630171	18.59196841	22.17028582	22.20876004	29.27798089	15.77275834	5.368311263	4.054562579	7.273218696	16.08384124	15.9120636	4.685076828	5.935615614	16.40565853	22.20593078	19.67823833	15.60844719
QD_2010_contig_23067249||0_partial	Alphaproteobacteria	7.813051835	18.15192939	18.3091456	12.73325803	14.75471384	11.29189513	31.00681686	16.52045726	20.05507892	10.55273192	10.61052488	20.79681097	27.01108888	29.15752494	20.79074048	21.99577657	20.51396069	20.86127254	18.39564483	14.42657798	14.41282758	14.94690916	10.45732745	15.5032391	24.63042302	22.02796156	23.61417844	12.15736515	16.26584839	16.38474583	21.51168927	12.38182902	14.67928638	17.32078146	12.45818021	12.15869087
QD_2102_contig_18838234||full_1	Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.02962899	10.28902569	4.464234611	52.28255337	50.58074852	9.350876685	0.593329224	1.265778273	1.766589877	25.65309046	0.836275456	0.452526361	0	0	0	0	0	0.157836812
QD_2010_contig_19629059	Alphaproteobacteria	4.668317814	0.322490017	1.907322125	1.057306333	14.98768893	26.72278444	11.40594905	34.2076368	14.03080416	14.23096856	18.93668404	4.235867571	25.16850067	12.69258342	11.91961981	6.137079113	6.173494997	8.594012862	17.2733565	11.11712722	3.702072591	2.575431321	4.337618958	2.045299197	5.349566128	14.10724477	1.577441178	16.74282869	5.377431238	1.748545606	12.2959548	5.446163347	4.374745422	11.05702389	9.703382147	21.0083718
QD_2008_contig_2251323||0_partial	Alphaproteobacteria	2.324808223	16.91378981	21.62015704	16.799917	2.045359689	3.639674442	7.35893755	2.195622173	6.360293942	5.44142175	7.654686912	5.11771777	8.641679107	8.122780888	12.06704847	7.45430663	6.488576483	4.944540144	8.390346165	9.547171954	5.179536387	3.191169865	3.75573021	1.839813377	9.789501813	8.366869638	2.412651921	0.364513497	1.805328099	0.408799093	3.823724354	10.46413709	0	0.472753242	0.284416594	0
QD_2008_contig_1288642	Alphaproteobacteria	23.82586729	23.70429193	2.994027159	18.94287305	19.57489087	6.557787842	14.71055714	17.96443389	8.470536965	5.090641658	11.08439058	7.889870001	24.11765964	12.6047786	13.3142916	8.61071877	9.084482764	15.39367697	11.19272454	7.319630918	9.465291974	10.54050819	9.866954997	15.91841373	8.470723146	12.02300534	2.534777252	3.677314876	3.577414927	3.142066803	14.75962971	2.260956739	3.696370855	4.870817999	5.093819122	3.720639493
QD_2010_contig_18190842	Bacteroidetes	0.549487985	0	1.025830996	0.33888505	3.682900656	3.448946331	4.841847244	16.05367062	3.860414746	7.035486335	10.11721664	10.46864741	6.818815128	2.717568362	2.477103462	9.181778481	12.83494856	11.92491312	3.320846016	10.71954973	4.250139589	4.901161106	8.686603817	8.753251912	2.127372473	1.967149629	3.728441725	18.18623971	11.29488589	3.350703823	0.407904338	3.293058483	4.643253414	7.600425239	6.054938075	24.73009083
QD_2008_contig_13523116	Bacteroidetes	0.866358895	0	72.48716002	0.326544613	10.37832771	1.83513312	1.198852789	1.273597267	4.518885046	5.653741765	9.446866253	3.356511809	3.287888853	0.121061648	0.20470812	1.063225527	2.387683928	1.557566004	4.532063022	4.283171296	15.21261911	0.504045395	0.478732472	2.942507721	0.47692497	3.892644157	0.325689983	0	2.037347706	0.441387218	3.126959953	0	0	0	0.294623748	0
QD_2008_contig_13063018	Bacteroidetes	1.158991174	39.49651451	2.71202006	13.67250409	1.343188522	9.21424327	3.00664562	5.700905513	1.969232777	9.781449586	6.418972757	4.800659676	4.294232848	5.174804938	3.004409024	5.688314025	2.760258715	4.602120588	2.747521746	12.42438946	9.713245238	1.964451657	0.997065939	2.268134238	0.240480879	1.11196573	20.63850144	5.101230368	2.230858399	4.466209721	1.441327102	17.4663979	0.985219627	1.518698332	0.831014612	1.148423266
